id,symbol,name,isin
21953,LITL,Lanco Infratech Ltd,INE785C01048
2008,509048,Lancor Holdings Ltd,INE572G01025
20773,532275,Landmarc Leisure Corporation Ltd,INE394C01023
17714,LPDC,Landmark Property Development Company Ltd,INE197J01017
18105,LTI,Larsen & Toubro Infotech Ltd,INE214T01019
348,LT,Larsen & Toubro Ltd,INE018A01030
67941,LASA,Lasa Supergenerics Ltd,INE670X01014
26133,539909,Latent Light Finance Ltd,INE515K01018
72359,LATTEYS,Latteys Industries Ltd,INE262Z01015
45955,LAURUSLABS,Laurus Labs Ltd,INE947Q01010
35508,LAXMICOT,Laxmi Cotspin Ltd,INE801V01019
72639,LGHL,Laxmi Goldorna House Ltd,INE258Y01016
66018,539125,Layla Textile and Traders Ltd,INE914Q01010
7484,LCCINFOTEC,LCC Infotech Ltd,INE938A01021
5787,531288,Lead Financial Services Ltd,INE531D01010
70255,540360,Leading Leasing Finance & Investment Company Ltd,INE715Q01011
801,508306,Ledo Tea Company Ltd,INE643B01017
3694,517415,Lee & Nee Software (Exports) Ltd,INE791B01014
4335,LEEL,LEEL Electricals Ltd,INE245C01019
2311,509046,Leena Consultancy Ltd,INE778N01016
66361,780021,Legacy Mercantile Ltd,INE241Q01018
27275,532829,Lehar Footwears Ltd,INE976H01018
40619,LEMONTREE,Lemon Tree Hotels Ltd,INE970X01018
7093,502250,Lerthai Finance Ltd,INE347D01011
38440,533602,Lesha Industries Ltd,INE050L01048
71826,541196,Lex Nimble Solutions Ltd,INE860Y01019
71041,LEXUS,Lexus Granito (India) Ltd,INE500X01013
28627,LGBFORGE,LGB Forge Ltd,INE201J01017
68975,LIBAS,Libas Designs Ltd,INE908V01012
4154,LIBERTSHOE,Liberty Shoes Ltd,INE557B01019
4292,511593,Libord Finance Ltd,INE212B01011
5252,531027,Libord Securities Ltd,INE267E01019
4248,LICHSGFIN,LIC Housing Finance Ltd,INE115A01026
67928,LICNFNHGP,LIC Nomura MF ETF - Nifty 100,INF767K01PC8
67150,LICNETFN50,LIC Nomura MF ETF - NIFTY 50 - Growth Plan,INF767K01OS7
67180,LICNETFSEN,LIC Nomura MF ETF - SENSEX,INF767K01OT5
64950,LICNETFGSC,LIC Nomura MF G-Sec Long Term ETF,INF767K01MV5
68383,539927,Likhami Consulting Ltd,INE920T01011
926,507759,Lime Chemicals Ltd,INE891G01011
4030,517463,Linaks Microelectronics Ltd,INE028C01027
12382,LINCPEN,Linc Pen & Plastics Ltd,INE802B01019
12683,LINCOLN,Lincoln Pharmaceuticals Ltd,INE405C01035
284,LINDEINDIA,Linde India Ltd,INE473A01011
1303,524103,Linear Industries Ltd,INE808D01012
1618,512349,Link House Industries Ltd,INE080C01028
4450,524748,Link Pharma Chem Ltd,INE302F01011
16225,508982,Linkson International Ltd,INE996E01021
4176,526604,Lippi Systems Ltd,INE845B01018
1695,LKPMERFIN,LKP Finance Ltd,INE724A01017
22203,540192,LKP Securities Ltd,INE341H01023
1305,LLOYDFIN,Lloyds Finance Ltd,INE174A01015
2629,LLOYDMETAL,Lloyds Metals & Energy Ltd,INE281B01032
67056,LSIL,Lloyds Steels Industries Ltd,INE093R01011
351,LML,LML Ltd,INE862A01015
5092,530745,LN Industries India Ltd,INE366C01013
13320,LOKESHMACH,Lokesh Machines Ltd,INE397H01017
4016,526568,Longview Tea Company Ltd,INE696E01019
42129,534422,Looks Health Services Ltd,INE204N01013
4815,530039,Lords Chemicals Ltd,INE554C01014
385,MODIALKALI,Lords Chloro Alkali Ltd,INE846D01012
4813,530065,Lords Ishwar Hotels Ltd,INE689J01013
71792,540952,Lorenzini Apparels Ltd,INE740X01015
2252,523475,Lotus Chocolate Company Ltd,INE026D01011
28967,LOTUSEYE,Lotus Eye Hospital & Institute Ltd,INE947I01017
15871,LOVABLE,Lovable Lingerie Ltd,INE597L01014
66424,539227,Loyal Equipments Ltd,INE876S01017
997,514036,Loyal Textile Mills Ltd,INE970D01010
4228,514446,LS Industries Ltd,INE345D01031
3253,526179,Ludlow Jute & Specialities Ltd,INE983C01015
1566,512048,Luharuka Media & Infra Ltd,INE195E01020
23562,LUMAXTECH,Lumax Auto Technologies Ltd,INE872H01027
24621,LUMAXAUTO,Lumax Automotive Systems Ltd,INE547G01019
782,LUMAXIND,Lumax Industries Ltd,INE162B01018
3473,STRAUSIND,Luminaire Technologies Ltd,INE682C01021
2268,LUNARDIAM,Lunar Diamonds Ltd,
3026,LUPIN,Lupin Ltd,INE326A01037
23448,LUXIND,Lux Industries Ltd,INE150G01020
6982,531402,LWS Knitwear Ltd,INE281M01013
677,LYKALABS,Lyka Labs Ltd,INE933A01014
5096,530689,Lykis Ltd,INE624M01014
6202,505320,Lynx Machinery & Commercials Ltd,INE732D01014
3336,526123,Lynx Optics Ltd,
13219,531441,Lyons Corporate Market Ltd,INE100F01019
18922,LYPSAGEMS,Lypsa Gems & Jewellery Ltd,INE142K01011
4779,526935,M B Parikh Finstock Ltd,INE377D01018
13817,538890,M K Exim (India) Ltd,INE227F01010
70313,MKPL,M K Proteins Ltd,INE964W01013
3825,MMFL,M M Forgings Ltd,INE227C01017
352,509196,M M Rubber Co Ltd,INE159E01026
1304,506543,M P Agro Industries Ltd,INE468C01017
45970,MRO,M R Organisation Ltd,INE330R01017
1222,519138,M Ravji Oil Industries Ltd,
5499,531039,M S Securities Ltd,
1431,511082,Maa Jagdambe Tradelinks Ltd,INE403N01029
28013,MAANALU,Maan Aluminium Ltd,INE215I01019
929,507836,Mac Charles (India) Ltd,INE435D01014
71788,541973,Mac Hotels Ltd,INE004Z01011
1213,523248,Machino Plastics Ltd,INE082B01018
3159,501471,Mack Trading Co Ltd,INE436D01012
6927,501874,Mackinnon Mackenzie & Company Ltd,
71778,MACPOWER,Macpower CNC Machines Ltd,INE155Z01011
4277,512600,Macro International Ltd,INE307N01014
69689,MCL,Madhav Copper Ltd,INE813V01022
68224,539894,Madhav Infra Projects Ltd,INE631R01026
2521,MADHAV,Madhav Marbles and Granites Ltd,INE925C01016
2958,524338,Madhu Refoils & Chemicals Ltd,
44411,780009,Madhuban Constructions Ltd,INE145Q01011
12208,MADHUCON,Madhucon Projects Ltd,INE378D01032
4477,511638,Madhur Capital & Finance Ltd,INE107C01011
3251,MADHURFOOD,Madhur Industries Ltd,INE110C01015
1435,MADSUDIND,Madhusudan Industries Ltd,INE469C01023
1688,511000,Madhusudan Securities Ltd,INE856D01011
6296,531910,Madhuveer Com 18 Network Ltd,INE312M01016
41290,MBAPL,Madhya Bharat Agro Products Ltd,INE900L01010
71582,MPTODAY,Madhya Pradesh Today Media Ltd,INE105Y01019
5704,MADRASFERT,Madras Fertilizers Ltd,INE414A01015
40410,538401,Maestros Electronics & Telecommun. Systems Ltd,INE318N01011
1756,501209,Maestros Mediline Systems Ltd,INE408E01027
359,501458,Mafatlal Dyes & Chemicals Ltd,INE733D01012
361,MAFATLAIND,Mafatlal Industries Ltd,INE270B01027
65809,MAGADSUGAR,Magadh Sugar & Energy Ltd,INE347W01011
24555,538891,Magellanic Cloud Ltd,INE613C01018
5023,MAGMA,Magma Fincorp Ltd,INE511C01022
3926,517449,Magna Eletrocasting Ltd,INE437D01010
24817,512377,Magnanimous Trade & Finance Ltd,INE664N01018
4978,530347,Magnum Ltd,INE591B01018
27896,MAGNUM,Magnum Ventures Ltd,INE387I01016
2060,MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd,INE843B01013
4681,519612,Mahaan Foods Ltd,INE734D01010
54878,542753,Mahaan Impex Ltd,INE277T01016
4215,MAHAGRO,Mahadev Industries Ltd,
4319,514450,Mahalaxmi Rubtech Ltd,INE112D01035
3130,513460,Mahalaxmi Seamless Ltd,INE257F01017
3609,MAHASTEEL,Mahamaya Steel Industries Ltd,INE451L01014
6852,531515,Mahan Industries Ltd,INE735D01033
13369,MGL,Mahanagar Gas Ltd,INE002S01010
2293,MTNL,Mahanagar Telephone Nigam Ltd,INE153A01019
5071,530441,Mahanivesh (India) Ltd,INE641D01017
2178,505523,Maharashtra Corporation Ltd,INE272E01027
2478,524232,Maharashtra Polybutenes Ltd,INE488E01037
363,MAHSCOOTER,Maharashtra Scooters Ltd,INE288A01013
2191,MAHSEAMLES,Maharashtra Seamless Ltd,INE271B01025
4766,526795,Mahasagar Travels Ltd,INE007G01014
2126,512337,Mahashree Trading Ltd,INE924T01013
24501,539383,Mahaveer Infoway Ltd,INE019D01016
7001,531689,Mahavir Advanced Remedies Ltd,INE716N01016
6994,531648,Mahavir Industries Ltd,INE987M01023
2219,MAHENDSUIT,Mahendra Petrochemicals Ltd,INE452H01010
73402,542677,Mahesh Developers Ltd,INE01MO01013
69690,MAHESHWARI,Maheshwari Logistics Ltd,INE263W01010
364,507682,Maheshwari Proteins Ltd,
72269,MAHICKRA,Mahickra Chemicals Ltd,INE961Y01015
16795,M&MFIN,Mahindra & Mahindra Financial Services Ltd,INE774D01024
365,M&M,Mahindra & Mahindra Ltd,INE101A01026
27486,MAHINDCIE,Mahindra CIE Automotive Ltd,INE536H01010
2786,MAHEPC,Mahindra EPC Irrigation Ltd,INE215D01010
18268,MHRIL,Mahindra Holidays & Resorts India Ltd,INE998I01010
20728,MAHLIFE,Mahindra Lifespace Developers Ltd,INE813A01018
36025,MAHLOG,Mahindra Logistics Ltd,INE766P01016
73585,542503,Mahip Industries Ltd,INE00CX01017
14741,MAITHANALL,Maithan Alloys Ltd,INE683C01011
2983,513430,Maitri Enterprises Ltd,INE501L01024
45914,MAJESCO,Majesco Ltd,INE898S01029
681,MAJESAUTO,Majestic Auto Ltd,INE201B01022
64823,539229,Majestic Research Services & Solutions Ltd,INE196R01012
366,506919,Makers Laboratories Ltd,INE987A01010
7525,501473,Malabar Trading Company Ltd,INE438D01018
19200,539400,Mallcom (India) Ltd,INE389C01015
27231,MALUPAPER,Malu Paper Mills Ltd,INE383H01017
1369,MANINDS,Man Industries (India) Ltd,INE993A01026
27987,MANINFRA,Man Infraconstruction Ltd,INE949H01023
64845,MANAKALUCO,Manaksia Aluminium Company Ltd,INE859Q01017
64847,MANAKCOAT,Manaksia Coated Metals & Industries Ltd,INE830Q01018
13819,MANAKSIA,Manaksia Ltd,INE015D01022
64846,MANAKSTEEL,Manaksia Steels Ltd,INE824Q01011
1792,MANALIPETC,Manali Petrochemicals Ltd,INE201A01024
6083,MANAPPURAM,Manappuram Finance Ltd,INE522D01027
70180,540402,Manas Properties Ltd,INE800W01019
71399,MANAV,Manav Infra Projects Ltd,INE104Y01012
64851,TMRVL,Mandhana Retail Ventures Ltd,INE759V01019
980,505850,Mangal Credit & Fincorp Ltd,INE545L01039
367,MANGLMCEM,Mangalam Cement Ltd,INE347A01017
20249,MANGALAM,Mangalam Drugs and Organics Ltd,INE584F01014
74592,MGEL,Mangalam Global Enterprise Ltd,INE0APB01016
26209,537800,Mangalam Industrial Finance Ltd,INE717C01025
4034,514418,Mangalam Organics Ltd,INE370D01013
55355,539275,Mangalam Seeds Ltd,INE829S01016
807,MANGTIMBER,Mangalam Timber Products Ltd,INE805B01012
368,MANGCHEFER,Mangalore Chemicals & Fertilizers Ltd,INE558B01017
2496,MRPL,Mangalore Refinery And Petrochemicals Ltd,INE103A01014
5823,523834,Mangalwedhe Sun-Soya Ltd,
4900,530243,Mangalya Soft-Tech Ltd,INE820B01011
2094,507938,Manipal Finance Corporation Ltd,INE798E01013
3339,526321,Maniyar Plast Ltd,
7677,MANJEERA,Manjeera Constructions Ltd,INE320D01018
70199,540396,Manomay Tex India Ltd,INE784W01015
3132,526115,Manor Estates & Industries Ltd,INE327D01013
69479,541974,Manorama Industries Ltd,INE00VM01010
64887,MANPASAND,Manpasand Beverages Ltd,INE122R01018
5072,530537,Manraj Housing Finance Ltd,INE948I01015
4723,511758,Mansi Finance (Chennai) Ltd,INE094E01017
1432,512303,Mansoon Trading Company Ltd,INE776V01013
355,MANUGRAPH,Manugraph India Ltd,INE867A01022
6079,531200,Maplle Infraprojects Ltd,INE809D01010
1687,509762,Mapro Industries Ltd,INE848M01019
2198,MARALOVER,Maral Overseas Ltd,INE882A01013
695,MARATHON,Marathon Nextgen Realty Ltd,INE182D01020
3069,513450,Mardia Copper Products Ltd,
4860,530113,Mardia Extrusions Ltd,INE276E01010
3603,513544,Mardia Samyoung Capillary Tubes Company Ltd,INE277E01026
5077,MARG,Marg Ltd,INE941E01019
4241,513648,Marg Projects & Infrastructure Ltd,INE942E01017
7359,540254,Marg Techno-Projects Ltd,INE245H01018
3655,500206,Margo Finance Ltd,INE680B01019
12585,MARICO,Marico Ltd,INE196A01026
38996,MARINE,Marine Electricals (India) Ltd,INE01JE01010
6638,531503,Maris Spinners Ltd,INE866D01010
4759,526891,Market Creators Ltd,INE944C01017
3285,MARKSANS,Marksans Pharma Ltd,INE750C01026
2449,513355,Marmagoa Steel Ltd,INE698E01023
73178,MARSHALL,Marshall Machines Ltd,INE00SZ01018
4066,517467,Marsons Ltd,INE415B01044
6179,523566,Martin Burn Ltd,INE199D01016
6868,531540,Maruti Infrastructure Ltd,INE392G01010
6361,531319,Maruti Securities Ltd,INE368C01019
5496,MARUTI,Maruti Suzuki India Ltd,INE585B01010
72149,MDL,Marvel Decor Ltd,INE575Z01010
13412,531394,Marvel Vinyls Ltd,INE345L01018
5377,530497,Marvel Web Solutions Ltd,INE571D01016
38599,MASFIN,MAS Financial Services Ltd,INE348L01012
54840,MASKINVEST,Mask Investments Ltd,INE885F01015
2732,MASTEK,Mastek Ltd,INE759A01021
2135,506867,Master Chemicals Ltd,INE523D01017
4740,511768,Master Trust Ltd,INE677D01029
4611,511688,Mathew Easow Research Securities Ltd,INE963B01019
5274,526671,Matra Kaushal Enterprise Ltd,INE265N01030
4185,512167,Matra Realty Ltd,INE190E01021
44500,MATRIMONY,Matrimony.com Ltd,INE866R01028
23753,539219,Mauria Udyog Ltd,INE150D01019
3715,KRISNAFILA,Mavi Industries Ltd,INE073A01019
2338,MAWANASUG,Mawana Sugars Ltd,INE636A01039
42281,534563,Max Alert Systems Ltd,INE253N01010
372,MFSL,Max Financial Services Ltd,INE180A01020
40291,534338,Max Heights Infrastructure Ltd,INE393F01010
67573,MAXINDIA,Max India Ltd,INE153U01017
67574,MAXVIL,Max Ventures and Industries Ltd,INE154U01015
3944,521167,Maxgrow India Ltd,INE485D01035
3938,526538,Maximaa Systems Ltd,INE161B01036
69821,540401,Maximus International Ltd,INE544W01013
4216,MARUTIORGN,Maxworth Orchards (India) Ltd,
67368,539519,Mayukh Dealtrade Ltd,INE280E01012
12781,531221,Mayur Floorings Ltd,INE262W01012
13575,531680,Mayur Leather Products Ltd,INE799E01011
3954,MAYURUNIQ,Mayur Uniquoters Ltd,INE040D01038
2838,MAZDA,Mazda Ltd,INE885E01034
27558,MBLINFRA,MBL Infrastructures Ltd,INE912H01013
24946,MCDHOLDING,McDowell Holdings Ltd,INE836H01014
24988,MCLEODRUSS,Mcleod Russel India Ltd,INE942G01012
751,MBECL,McNally Bharat Engineering Company Ltd,INE748A01016
1307,523221,MCS Ltd,INE737A01019
1548,MEDICAPS,Medi Caps Ltd,INE442D01010
2563,MMWL,Media Matrix Worldwide Ltd,INE200D01020
1805,503685,Mediaone Global Entertainment Ltd,INE828I01019
5905,531146,Medicamen Biotech Ltd,INE646B01010
68332,539938,Medico Intercontinental Ltd,INE858Q01019
71781,540937,Medico Remedies Ltd,INE630Y01016
3711,526301,Medinova Diagnostic Services Ltd,INE047C01019
64981,538834,Meenakshi Enterprises Ltd,INE242Q01016
2057,512505,Meenakshi Steel Industries Ltd,INE721V01019
70589,540519,Meera Industries Ltd,INE343X01018
5315,531176,Mefcom Capital Markets Ltd,INE186C01015
7004,531417,Mega Corporation Ltd,INE804B01023
5761,532105,Mega Fin (India) Ltd,INE524D01015
43091,539767,Mega Nirman & Industries Ltd,INE216Q01010
8034,MEGASOFT,Megasoft Ltd,INE933B01012
72624,541352,Megastar Foods Ltd,INE00EM01016
19992,509003,Megh Mayur Infra Ltd,INE074J01018
22219,MEGH,Meghmani Organics Ltd,INE974H01013
3051,511367,Meglon Infra-Real (India) Ltd,INE218B01018
23164,539012,Megri Soft Ltd,INE756R01013
71415,540730,Mehai Technology Ltd,INE062Y01012
3770,THAPARMILK,Mehar Dairy Industries Ltd,
4706,511740,Mehta Housing Finance Ltd,INE239B01014
3134,511377,Mehta Integrated Finance Ltd,INE240B01012
4707,511738,Mehta Securities Ltd,INE241B01010
19534,MELSTAR,Melstar Information Technologies Ltd,INE817A01019
5919,531127,Mena Mani Industries Ltd,INE148B01025
2896,MENONBE,Menon Bearings Ltd,INE071D01033
14845,531727,Menon Pistons Ltd,INE650G01029
34020,MEP,MEP Infrastructure Developers Ltd,INE776I01010
65601,538942,Mercantile Ventures Ltd,INE689O01013
3304,MERCATOR,Mercator Ltd,INE934B01028
2899,538964,Mercury Laboratories Ltd,INE947G01011
7994,531357,Mercury Metals Ltd,INE763M01028
2233,512415,Mercury Trade Links Ltd,INE319T01016
3387,MESCOPHARM,Mesco Pharmaceuticals Ltd,INE839X01015
14972,531810,Metal Coatings (India) Ltd,INE161E01014
2356,METALFORGE,Metalyst Forgings Ltd,INE425A01011
28145,METKORE,Metkore Alloys & Industries Ltd,INE592I01029
3703,GLOBABOARD,Metroglobal Ltd,INE085D01033
65221,METROPOLIS,Metropolis Healthcare Ltd,INE112L01020
1963,512253,Meuse Kara & Sungrace Mafatlal Ltd,INE756D01013
67989,540150,Mewar Hi-Tech Engineering Ltd,INE957U01011
3456,513496,Mewat Zinc Ltd,INE235U01012
13654,531613,Meyer Apparel Ltd,INE100C01024
4207,526622,MFL India Ltd,INE244C01020
4551,513721,MFS Intercorp Ltd,INE614F01019
1042,514242,MH Mills & Industries Ltd,INE698F01020
27654,MIC,MIC Electronics Ltd,INE287C01029
17761,MICROTECH,Micro Technologies (India) Ltd,INE358B01012
1921,523343,Microse India Ltd,INE809F01015
3280,526251,Mid East Portfolio Management Ltd,INE033E01015
2998,MIDINDIA,Mid India Industries Ltd,INE401C01018
5902,531192,Midas Infra Trade Ltd,INE290M01022
2363,MIDEASTI,Mideast (India) Ltd,INE844X01015
4235,MIDEASTSTL,Mideast Integrated Steels Ltd,INE170N01016
14279,531597,Midland Polymers Ltd,INE046M01028
21205,533310,Midvalley Entertainment Ltd,INE422B01016
4041,526570,Midwest Gold Ltd,INE519N01014
66134,MMNL,MIG Media Neurons Ltd,INE702S01015
65316,538895,Mihika Industries Ltd,INE779Q01017
72185,541337,Milestone Furniture Ltd,INE424Z01011
13121,531338,Milestone Global Ltd,INE151H01018
2009,511018,Milgrey Finance & Investments Ltd,INE679T01013
3810,519403,Milk Specialities Ltd,
381,507621,Milkfood Ltd,INE588G01013
2530,511187,Millennium Online Solutions (India) Ltd,INE570N01025
71629,MILTON,Milton Industries Ltd,INE376Y01016
5822,522235,Minal Industries Ltd,INE097E01028
6669,531456,Minaxi Textiles Ltd,INE952C01028
14978,MINDACORP,Minda Corporation Ltd,INE842C01021
24509,539303,Minda Finance Ltd,INE197E01018
12295,MINDAIND,Minda Industries Ltd,INE405E01023
73090,MINDPOOL,Mindpool Technologies Ltd,INE00RQ01019
3210,MINDTECK,Mindteck (India) Ltd,INE110B01017
20581,MINDTREE,Mindtree Ltd,INE018I01017
6120,530955,Mindvision Capital Ltd,INE259E01032
2031,523373,Mini Diamonds (India) Ltd,INE281E01010
7952,532164,Minolta Finance Ltd,INE514C01018
382,505797,Mipco Seamless Rings (Gujarat) Ltd,INE860N01012
73503,MAN50ETF,Mirae Asset Nifty 50 ETF,INF769K01EG9
74684,MANXT50,Mirae Asset Nifty Next 50 ETF,INF769K01FN2
2805,MIRCELECTR,MIRC Electronics Ltd,INE831A01028
6885,505336,Mirch Technologies (India) Ltd,INE098E01018
4269,MIRZAINT,Mirza International Ltd,INE771A01026
66214,539220,Mishka Exim Ltd,INE540S01019
22152,512191,Mishka Finance & Trading Ltd,INE231N01024
14133,MIDHANI,Mishra Dhatu Nigam Ltd,INE099Z01011
6253,539594,Mishtann Foods Ltd,INE094S01041
74493,542801,Misquita Engineering Ltd,INE957W01025
43822,MITCON,Mitcon Consultancy & Engineering Services Ltd,INE828O01033
3791,513564,Mithila Steel Industries Ltd,
2830,523782,Mitshi India Ltd,INE844D01017
68583,540078,Mitsu Chem Plast Ltd,INE317V01016
71776,MITTAL,Mittal Life Style Ltd,INE997Y01019
925,522036,Miven Machine Tools Ltd,INE338P01014
5219,531011,mk Aromatics Ltd,INE180D01016
25339,MMP,MMP Industries Ltd,INE511Y01018
40411,538400,MMS Infrastructure Ltd,INE317N01013
2292,MMTC,MMTC Ltd,INE123F01029
7797,532127,Mobile Telecommunications Ltd,INE770B01026
383,503772,Modella Woollens Ltd,INE380D01012
26228,539762,Modern Converters Ltd,INE250S01015
3343,519287,Modern Dairies Ltd,INE617B01011
683,MODERNDENM,Modern Denim Ltd,INE01N301019
2078,503015,Modern India Ltd,INE251D01023
384,MODINSULAT,Modern Insulators Ltd,INE219W01012
2987,MODERNMAL,Modern Malleables Ltd,INE834C01028
3739,509760,Modern Shares & Stockbrokers Ltd,INE370A01019
1890,513303,Modern Steels Ltd,INE001F01019
1310,MODRNSYNTX,Modern Syntex (India) Ltd,
1311,MODTHREAD,Modern Threads (I) Ltd,INE794W01014
7200,537092,Modex International Securities Ltd,INE072D01015
1815,519003,Modi Naturals Ltd,INE537F01012
387,MODIRUBBER,Modi Rubber Ltd,INE832A01018
1168,MODIPON,Modipon Ltd,INE170C01019
7486,506261,Modison Metals Ltd,INE737D01021
5986,504273,Modulex Construction Technologies Ltd,INE064R01012
66609,MHHL,Mohini Health & Hygiene Ltd,INE450S01011
6730,MOHITIND,Mohit Industries Ltd,INE954E01012
4872,530169,Mohit Paper Mills Ltd,INE388C01017
7857,532140,Mohite Industries Ltd,INE154B01015
4819,MOHOTAIND,Mohota Industries Ltd,INE313D01013
13863,MOIL,MOIL Ltd,INE490G01020
71767,MOKSH,Moksh Ornaments Ltd,INE514Y01012
28243,MOLDTKPAC,Mold-Tek Packaging Ltd,INE893J01029
3282,MOLDTECH,Mold-Tek Technologies Ltd,INE835B01035
45921,MOMAI,Momai Apparels Ltd,INE133R01015
4092,511551,Monarch Networth Capital Ltd,INE903D01011
22423,535910,Money Masters Leasing & Finance Ltd,INE340O01013
44424,538446,Moneyboxx Finance Ltd,INE296Q01012
2433,MONICAELEC,Monica Electronics Ltd,INE568C01014
14079,532078,Monnet Industries Ltd,INE407E01029
3041,AIONJSW,Monnet Ispat & Energy Ltd,INE743C01021
748,505343,Monotype India Ltd,INE811D01024
1165,MONSANTO,Monsanto India Ltd,INE274B01011
64824,MONTECARLO,Monte Carlo Fashions Ltd,INE950M01013
13086,531348,MOONDRUG,
4881,530167,Moongipa Capital Finance Ltd,INE153K01018
7564,539199,Moongipa Securities Ltd,INE618R01015
13267,MORARJEE,Morarjee Textiles Ltd,INE161G01027
4085,511549,Morarka Finance Ltd,INE367A01015
2685,MOREPENLAB,Morepen Laboratories Ltd,INE083A01026
3289,526237,Morgan Ventures Ltd,INE902C01015
1034,523160,Morganite Crucible (India) Ltd,INE599F01012
21336,532407,Moschip Technologies Ltd,INE935B01025
1313,MOSERBAER,Moser Baer (India) Ltd,INE739A01015
2966,MOTHERSUMI,Motherson Sumi Systems Ltd,INE775A01035
28011,MOTILALOFS,Motilal Oswal Financial Services Ltd,INE338I01027
42119,MGOLD,Motilal Oswal MOSt Shares Gold ETF,INF247L01072
40420,M50,Motilal Oswal MOSt Shares M50 ETF,INF247L01536
40549,M100,Motilal Oswal MOSt Shares Midcap 100 ETF,INF247L01023
40766,N100,Motilal Oswal MOst Shares NASDAQ 100 ETF,INF247L01031
1938,MOTOGENFIN,Motor & General Finance Ltd,INE861B01023
15480,542864,Mount Housing & Infrastructure Ltd,INE444X01014
4407,507522,Mount Shivalik Industries Ltd,INE410C01019
24059,532723,MPDL Ltd,INE493H01014
22910,532470,MPF Systems Ltd,INE095E01022
3361,MPHASIS,Mphasis Ltd,INE356A01018
370,MATHPLATT,MPIL Corporation Ltd,INE844C01027
3174,MILTONPLAS,MPL Plastics Ltd,INE343A01016
20670,VISESHINFO,MPS Infotecnics Ltd,INE861A01058
18868,MPSLTD,MPS Ltd,INE943D01017
71732,540809,MRC Exim Ltd,INE333Y01017
391,MRF,MRF Ltd,INE883A01011
14680,MRO-TEK,MRO-TEK Realty Ltd,INE398B01018
7433,512065,Mrugesh Trading Ltd,INE738D01011
3799,524554,MSD Industrial Enterprises Ltd,
24833,MSPL,MSP Steel & Power Ltd,INE752G01015
2011,508922,MSR India Ltd,INE331L01026
2291,MSTCLTD,MSTC Ltd,INE255X01014
41312,MTEDUCARE,MT Educare Ltd,INE472M01018
18059,539819,Mudra Financial Services Ltd,INE967S01014
7663,538743,Mudunuru Ltd,INE491C01027
7816,MUKANDENGG,Mukand Engineers Ltd,INE022B01014
392,MUKANDLTD,Mukand Ltd,INE304A01026
2890,MUKATPIPE,Mukat Pipes Ltd,INE862C01029
4967,530341,Mukesh Babu Financial Services Ltd,INE596B01017
42927,535204,Mukta Agriculture Ltd,INE160O01031
21112,MUKTAARTS,Mukta Arts Ltd,INE374B01019
684,501477,Muller & Phipps (India) Ltd,INE003F01015
25746,MCX,Multi Commodity Exchange of India Ltd,INE745G01035
3218,526169,Multibase India Ltd,INE678F01014
2652,505594,Multiplus Holdings Ltd,INE886E01016
19901,504356,Multipurpose Trading & Agencies Ltd,INE017P01014
1075,MUNJALAU,Munjal Auto Industries Ltd,INE672B01032
941,MUNJALSHOW,Munjal Showa Ltd,INE577A01027
1763,511200,Munoth Capital Markets Ltd,INE910G01027
5948,511401,Munoth Communication Ltd,INE410E01015
15441,531821,Munoth Financial Services Ltd,INE348D01019
2465,MURABLACK,Murablack India Ltd,
3487,MURLIIND,Murli Industries Ltd,INE806B01028
1066,MURUDCERA,Murudeshwar Ceramics Ltd,INE692B01014
42741,RADIOCITY,Music Broadcast Ltd,INE919I01024
4724,MUTHOOTCAP,Muthoot Capital Services Ltd,INE296G01013
24769,MUTHOOTFIN,Muthoot Finance Ltd,INE414G01012
6230,531286,MV Cotspin Ltd,INE586D01014
28304,MVL,MVL Ltd,INE744I01034
22036,532442,MW Unitexx Ltd,INE578D01011
7246,538862,My Money Securities Ltd,INE232L01018
7408,531843,MYM Technologies Ltd,INE378B01010
6176,502405,Mysore Paper Mills Ltd,INE924F01012
398,MYSORPETRO,Mysore Petro Chemicals Ltd,INE741A01011
42928,535205,Mystic Electronics Ltd,INE159O01033
7753,512024,N D Metal Industries Ltd,INE643D01013
5292,530897,N G Industries Ltd,INE825C01018
4144,NKIND,N K Industries Ltd,INE542C01019
4035,NRAIL,N R Agarwal Industries Ltd,INE740D01017
4504,512279,N2N Technologies Ltd,INE043F01011
3402,514328,Nachmo Knitex Ltd,INE228C01015
4510,NACLIND,NACL Industries Ltd,INE295D01020
2576,NDGL,Naga Dhunseri Group Ltd,INE756C01015
14110,531832,Nagarjuna Agri Tech Ltd,INE793H01017
40552,NAGAFERT,Nagarjuna Fertilizers & Chemicals Ltd,INE454M01024
403,NAGARJUFIN,Nagarjuna Finance Ltd,
40553,NAGAROIL,Nagarjuna Oil Refinery Ltd,INE453M01018
20896,532362,Nagpur Power & Industries Ltd,INE099E01016
27576,NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd,INE245I01016
3453,NAGREEKEXP,Nagreeka Exports Ltd,INE123B01028
27797,NAHARCAP,Nahar Capital & Financial Services Ltd,INE049I01012
1186,NAHARINDUS,Nahar Industrial Enterprises Ltd,INE289A01011
2074,NAHARPOLY,Nahar Polyfilms Ltd,INE308A01027
942,NAHARSPING,Nahar Spinning Mills Ltd,INE290A01027
