id,mstarId,name,isin
23265,F00000Z9BD,UTI Infrastructure Fund-Direct Income Reinvestment,INF789F01TT8
23266,F00000Z9DI,UTI Transportation & Logistics Fund Regular Plan Dividend Reinvestment,INF789F01281
23267,F00000Z9DH,UTI Transportation & Logistics Fund-Direct Income Reinvestment,INF789F01SG7
23268,F00000Z7TQ,DSP Small Cap Fund Direct Plan Dividend Reinvestment,INF740K01QE9
23269,F00000Z7TR,DSP Small Cap Dividend Reinvestment,INF740K01805
23270,F00000Z803,Franklin India Smaller Companies Fund Direct Dividend Reinvestment,INF090I01IP6
23272,F00000Z832,HDFC Small Cap Fund-Direct Dividend Reinvestment Option,INF179KA1RX3
23275,F00000Z84B,HSBC Small Cap Equity Fund Direct Dividend Reinvestment,INF336L01DP8
23276,F00000Z87P,ICICI Prudential Smallcap Fund Direct Plan Dividend Reinvestment,INF109K014M3
23277,F00000Z87Q,ICICI Prudential Smallcap Fund Dividend Reinvestment,INF109K01BJ8
23278,F00000Z8ZC,Nippon India Small Cap Fund Direct Plan Dividend Reinvestment Option,INF204K01K07
23279,F00000Z8ZD,Nippon India Small Cap Fund Dividend Reinvestment,INF204K01IB9
23280,F00000Z935,SBI Small Cap Fund Direct Plan Dividend Reinvestment,INF200K01T77
23282,F00000Z95L,Sundaram Small Cap Fund Direct Plan Dividend Reinvestment Option,INF903J01NJ1
23283,F00000Z95M,Sundaram Small Cap Fund Regular Plan Dividend Reinvestment Option,INF903J01462
23284,F00000Z95N,Sundaram Small Cap Fund Institutional Plan Dividend Reinvestment Option,
23285,F00000Z995,Union Small Cap Fund Direct Dividend Reinvestment,INF582M01BV7
23286,F00000Z996,Union Small Cap Fund Regular Dividend Reinvestment,INF582M01BZ8
23287,F00000Z98R,Templeton India Value Fund-Direct Dividend Reinvestment,INF090I01GX4
23288,F00000Z98S,Templeton India Value Fund Dividend Reinvestment,INF090I01288
23290,F00000Z80P,HDFC Capital Builder Value Fund -Direct Plan Dividend Reinvestment Option,INF179K01VA8
23291,F00000Z8B7,ICICI Prudential Value Discovery Fund Direct Plan Dividend Reinvestment,INF109K010K5
23293,F00000Z8GM,IDFC Sterling Value Fund Regular Plan Dividend Reinvestment,INF194K01359
23294,F00000Z8GL,IDFC Sterling Value Fund Direct Plan Dividend Reinvestment,INF194K01Z93
23296,F00000Z8IK,Indiabulls Value Fund Direct Plan Half Yearly Dividend Reinvestment Option,
23297,F00000Z8IH,Indiabulls Value Fund Direct Plan Monthly Dividend Reinvestment Option,
23298,F00000Z8II,Indiabulls Value Fund Direct Plan Quarterly Dividend Reinvestment Option,
23300,F00000Z8IM,Indiabulls Value Fund Regular Plan Half Yearly Dividend Reinvestment Option,
23301,F00000Z8IL,Indiabulls Value Fund Regular Plan Monthly Dividend Reinvestment Option,
23302,F00001091F,Indiabulls Value Fund Regular Plan Quarterly Dividend Reinvestment,
23303,F00000Z8L7,JM Value Fund (Direct) Dividend Reinvestment Option,INF192K01BS5
23304,F00000Z8L8,JM Value Fund Dividend Reinvestment,INF137A01029
23305,F00000Z8P5,L&T India Value Fund Direct Plan Dividend Reinvestment Option,INF917K01HB8
23306,F00000Z8P6,L&T India Value Dividend Reinvestment,INF677K01015
23307,F00000Z8VD,Quantum Long Term Equity Value Fund Direct Dividend Reinvestment,INF082J01051
23308,F00000Z8VE,Quantum Long Term Equity Value Fund Regular Plan Dividend Reinvestment Option,INF082J01267
23309,F00000Z8Z4,Nippon India Value Fund Direct Plan Dividend Reinvestment Plan,INF204K01K31
23310,F00000Z8Z5,Nippon India Value Fund Dividend Reinvestment,INF204K01GD9
23311,F00000Z96L,Tata Equity P/E Fund Direct Plan Dividend Reinvestment Trigger A (5%),INF277K01NA7
23312,F00000Z96N,Tata Equity P/E Fund Direct Plan Dividend Reinvestment Trigger B (10%),INF277K01NC3
23314,F00000Z96O,Tata Equity P/E Trigger A 10% Dividend Reinvestment,INF277K01444
23315,F00000Z9CW,UTI Value Opportunities Fund-Dividend Reinvestment Option-Direct,INF789F01VA4
23316,F00000Z9CX,UTI Value Opportunities Fund Regular Plan Dividend Reinvestment,INF789F01AF7
23320,F00000Z7GQ,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme Direct Plan Dividend Reinvestment Option,
23321,F00000Z7GR,Aditya Birla Sun Life Active Debt Multi Manager FOF Scheme Dividend Reinvestment,
23322,F00000Z7GU,Aditya Birla Sun Life Asset Allocator Multi Manager FoF Scheme Direct Plan Dividend Reinvestment Opt,INF084M01DN7
23324,F00000Z7HO,Aditya Birla Sun Life Financial Planning FOF Aggressive Plan Direct Plan Dividend Reinvestment Opt,INF084M01EY2
23325,F00000Z7HP,Aditya Birla Sun Life Financial Planning FOF Aggressive Dividend Reinvestment,INF084M01127
23326,F00000Z7HQ,Aditya Birla Sun Life Financial Planning FOF Conservative Plan Direct Plan Dividend Reinvestment Opt,
23327,F00000Z7HR,Aditya Birla Sun Life Financial Planning FOF Conservative Dividend Reinvestment,INF084M01069
23328,F00000Z7HS,Aditya Birla Sun Life Financial Planning FOF Moderate Plan Direct Plan Dividend Reinvestment Option,
23329,F00000Z7HT,Aditya Birla Sun Life Financial Planning FOF Moderate Dividend Reinvestment,INF084M01093
23332,F00000Z8N9,Kotak Gold Dividend Reinvestment,INF174K01AV9
23333,F00000Z7I3,Aditya Birla Sun Life Global Emerging Opportunities Fund Direct Plan Dividend Reinvestment Option,INF084M01EC8
23335,F00000Z7I2,Aditya Birla Sun Life Global Real Estate Fund Retail Plan Direct Plan Dividend Reinvestment Option,INF084M01EI5
23336,F00000Z7I1,Aditya Birla Sun Life Global Real Estate Fund Dividend Reinvestment,INF084M01BA8
23341,F00000ZIPB,Aditya Birla Sun Life Government Securities Fund Growth Instant Gain Regular Plan,INF209K01AD1
23343,F00000Z8BL,IDBI Gilt Fund Annual Dividend Reinvestment,INF397L01AB6
23344,F00000Z8BM,IDBI Gilt Fund Direct Annual Dividend Reinvestment,INF397L01CA4
23345,F00000Z8BO,IDBI Gilt Fund Quarterly Dividend Reinvestment,INF397L01AF7
23346,F00000Z8BN,IDBI Gilt Fund Direct Quarterly Dividend Reinvestment,INF397L01CE6
23348,F00000ZC8V,Aditya Birla Sun Life Arbitrage Fund Dividend Reinvestment Direct Plan,INF209K01P80
23349,F00000Z7HJ,Aditya Birla Sun Life Arbitrage Fund Dividend Reinvestment,INF209K01256
23350,F00000Z7H0,Aditya Birla Sun Life Banking & Financial Services Direct Dividend Reinvestment,INF209K013W3
23351,F00000Z7H7,Aditya Birla Sun Life Commodities Equities Fund Global Agri Plan Dividend Reinvestment Direct Plan,
23352,F00000Z7H8,Aditya Birla Sun Life Commodities Equities Fund Global Agri Plan Dividend Reinvestment,INF209K01199
23354,F00000Z7HF,Aditya Birla Sun Life Dividend Yield Fund Dividend Reinvestment Direct Plan,INF209K01Q55
23356,F00000Z7GS,Aditya Birla Sun Life Equity Advantage Fund Dividend Reinvestment Direct Plan,INF209K01VG0
23358,F00000Z7HM,Aditya Birla Sun Life Equity Fund Dividend Reinvestment Direct Plan,INF209KA1LE0
23360,F00000Z7HK,Aditya Birla Sun Life Equity Savings Fund Direct Plan Dividend Reinvestment,INF209KA1TQ7
23361,F00000Z7HL,Aditya Birla Sun Life Equity Savings Fund Regular Plan Dividend Reinvestment,INF209KA1TT1
23362,F00000Z7JJ,Aditya Birla Sun Life Focused Equity Fund Dividend Reinvestment Direct Plan,INF209K01Q71
23364,F00000Z7HX,Aditya Birla Sun Life Frontline Equity Fund Dividend Reinvestment Direct Plan,INF209K01YX9
23369,F00000Z7IH,Aditya Birla Sun Life International Equity Fund Plan A Dividend Reinvestment,INF209K01512
23370,F00000Z7II,Aditya Birla Sun Life International Equity Fund Plan B Dividend Reinvestment,INF209K01538
23371,F00000Z7IS,Aditya Birla Sun Life Manufacturing Equity Fund Direct Plan Dividend Reinvestment,INF209KA1YL8
23372,F00000Z7IT,Aditya Birla Sun Life Manufacturing Equity Fund Regular Plan Dividend Reinvestment,INF209KA1YI4
23374,F00000Z7IX,Aditya Birla Sun Life MNC Fund Dividend Reinvestment Direct Plan,INF209K01Q06
23376,F00000Z7J2,Aditya Birla Sun Life Pure Value Fund Dividend Reinvestment,INF209K01LE6
23377,F00000Z7JA,Aditya Birla Sun Life Small Cap Fund Dividend Reinvestment,INF209K01EO0
23381,F00000Z8BP,IDBI India Top 100 Equity Fund Direct Dividend Reinvestment,INF397L01BX8
23384,F00000Z8C2,IDBI Nifty Index Dividend Reinvestment,INF397L01075
23385,F00000Z8C1,IDBI Nifty Index Fund Direct Dividend Reinvestment,INF397L01AO9
23386,F00000Z8C4,IDBI Nifty Junior Index Dividend Reinvestment,INF397L01182
23387,F00000Z8C3,IDBI Nifty Junior Index Fund Direct Dividend Reinvestment,INF397L01AX0
23388,F00000Z9E6,IDBI Small Cap Fund Regular Dividend Reinvestment,INF397L01JU7
23389,F00000Z9E5,IDBI Small Cap Fund Direct Dividend Reinvestment,INF397L01JQ5
23390,F0GBR06RVG,Kotak Bluechip Dividend Payout,INF174K01161
23392,F00000Z8NX,Kotak Equity Opportunities Fund Dividend Reinvestment,INF174K01195
23394,F0GBR06RVS,Kotak Equity Arbitrage Fund Monthly Dividend Payout,INF174K01310
23403,F00000Z8NL,Kotak Infrastructure and Economic Reform Fund Standard Plan-Dividend Reinvestment,INF178L01087
23404,F00000Z8NK,Kotak Infrastructure & Economic Reform Fund- Direct Plan- Dividend Reinvestment Option,INF178L01AJ3
23405,F00000Z8NR,Kotak Small Cap Dividend Reinvestment,INF174K01229
23430,F00000Z7JM,BNP Paribas Equity Hybrid Direct Dividend Reinvestment,INF251K01PA7
23431,F00000Z7JN,BNP Paribas Equity Hybrid Regular Dividend Reinvestment,INF251K01OX2
23432,F00000Z7ME,Canara Robeco Equity Hybrid Fund Direct Plan Monthly Dividend Reinvestment,INF760K01EY1
23433,F00000Z7MF,Canara Robeco Equity Hybrid Fund Regular Monthly Dividend Reinvestment,INF760K01076
23434,F000010A4N,PGIM India Hybrid Equity Fund - Direct Plan - Annual Dividend Reinvestment Option,INF663L01ZD4
23435,F00000Z7O5,PGIM India Hybrid Equity Fund Direct Plan Dividend Reinvestment,INF663L01GZ7
23437,F00000Z7O2,PGIM India Hybrid Equity Fund Direct Plan Monthly Dividend Reinvestment Option,INF663L01OB2
23438,F00000Z7O3,PGIM India Hybrid Equity Fund Direct Plan Quarterly Dividend Reinvestment Option,INF663L01OF3
23440,F00000Z7O7,PGIM India Hybrid Equity Fund Quarterly Dividend Reinvestment Option,INF663L01OD8
23441,F00000Z7SG,DSP Equity & Bond Fund Direct Plan Dividend Reinvestment,INF740K01NZ1
23443,F000010CJA,Essel Equity Hybrid Fund Direct Yearly Dividend Reinvestment,INF959L01DH4
23444,F000010CJ4,Essel Equity Hybrid Fund Direct Half Yearly Dividend Reinvestment,INF959L01DF8
23445,F000010CJ6,Essel Equity Hybrid Fund Direct Monthly Dividend Reinvestment,INF959L01DB7
23446,F000010CJ1,Essel Equity Hybrid Fund Direct Dividend Reinvestment,INF959L01CZ8
23447,F000010CJ8,Essel Equity Hybrid Fund Direct Quarterly Dividend Reinvestment,INF959L01DD3
23449,F000010CJF,Essel Equity Hybrid Fund Regular Half Yearly Dividend Reinvestment,INF959L01DQ5
23450,F000010CJH,Essel Equity Hybrid Fund Regular Monthly Dividend Reinvestment,INF959L01DM4
23451,F000010CJC,Essel Equity Hybrid Fund Regular Dividend Reinvestment,INF959L01DK8
23452,F000010CJJ,Essel Equity Hybrid Fund Regular Quarterly Dividend Reinvestment,INF959L01DO0
23453,F00000Z7Y3,Franklin India Equity Hybrid Fund Direct Dividend Reinvestment,INF090I01GB0
23460,F00000Z852,ICICI Prudential Equity & Debt Fund Direct Plan Monthly Dividend Reinvestment,
23465,F000010O24,Invesco India Equity & Bond Fund Direct Dividend Reinvestment,INF205K015Q4
23466,F000010O21,Invesco India Equity & Bond Fund Regular Dividend Reinvestment,INF205K012Q1
23468,F00000Z8KZ,JM Equity Hybrid Fund (Direct) Dividend Reinvestment Option,INF192K01BP1
23469,F00000Z8L0,JM Equity Hybrid Fund (Direct) Half Yearly Dividend Reinvestment Option,INF192K01HI3
23470,F00000Z8L1,JM Equity Hybrid Fund (Direct) Monthly Dividend Reinvestment Option,INF192K01HO1
23471,F00000Z8L2,JM Equity Hybrid Fund (Direct) Quarterly Dividend Reinvestment Option,INF192K01HS2
23473,F00000Z8L4,JM Equity Hybrid Fund Half Yearly Dividend Reinvestment Option,INF192K01HE2
23474,F00000Z8L5,JM Equity Hybrid Fund Monthly Dividend Reinvestment Option,INF192K01HM5
23475,F00000Z8L6,JM Equity Hybrid Fund Quarterly Dividend Reinvestment Option,INF192K01HQ6
23477,F00000Z8P1,L&T Hybrid Equity Fund Direct Plan Annual Dividend Reinvestment Option,INF917K01TX7
23478,F00000Z8P0,L&T Hybrid Equity Fund Annual Dividend Reinvestment Option,INF917K01TV1
23479,F00000Z8P2,L&T Hybrid Equity Fund Dividend Reinvestment,INF917K01LA2
23480,F00000Z8Q8,LIC MF Equity Hybrid Fund-Direct Plan Dividend Reinvestment Option,INF767K01EE8
23481,F00000Z8Q9,LIC MF Equity Hybrid Fund Dividend Reinvestment,INF767K01014
23482,F00000Z8S7,Mirae Asset Hybrid Equity Fund -Direct Plan-Dividend Reinvestment,INF769K01DJ5
23483,F00000Z8S8,Mirae Asset Hybrid Equity Fund -Regular Plan-Dividend Reinvestment,INF769K01DG1
23484,F00000Z8TX,Principal Hybrid Equity Fund Monthly Dividend Reinvestment,INF173K01CJ2
23485,F00000Z8TW,Principal Hybrid Equity Fund Direct Monthly Dividend Reinvestment,INF173K01FC0
23486,F00000Z8YW,Nippon India Equity Hybrid Fund Direct Plan Quarterly Dividend Reinvestment Option,INF204K012R0
23487,F00000Z8YU,Nippon India Equity Hybrid Fund Direct Plan Dividend Reinvestment Plan,INF204K01B24
23489,F00000Z8YX,Nippon India Equity Hybrid Fund Dividend Reinvestment,INF204K01FY7
23491,F00000Z8YZ,Nippon India Equity Hybrid Fund Quarterly Dividend Reinvestment Option,INF204K014R6
23492,F00000Z917,SBI Equity Hybrid Fund Direct Dividend Reinvestment,INF200K01RX2
23493,F00000Z918,SBI Equity Hybrid Fund Regular Dividend Reinvestment,INF200K01123
23494,F00000Z93I,Shriram Hybrid Equity Fund Direct Dividend Reinvestment,INF680P01067
23495,F00000Z93J,Shriram Hybrid Equity Fund Regular Dividend Reinvestment,INF680P01034
23496,F00000Z961,Tata Hybrid Equity Fund Direct Plan Monthly Dividend Reinvestment option,INF277K01MP7
23497,F00000Z960,Tata Hybrid Equity Fund Direct Plan Dividend Reinvestment Option,INF277K01MM4
23498,F00000Z962,Tata Hybrid Equity Fund Regular Dividend Reinvestment,INF277K01295
23499,F00000Z963,Tata Hybrid Equity Regular Monthly Dividend Reinvestment,INF277K01CW4
23500,F00000Z99D,UTI Hybrid Equity Fund-Direct Income Reinvestment,INF789F01SJ1
23501,F00000Z99E,UTI Hybrid Equity Fund Regular Plan Dividend Reinvestment,INF789F01315
23502,F00000Z7DY,Axis Arbitrage Direct Dividend Reinvestment,INF846K01QB0
23503,F00000Z7DZ,Axis Arbitrage Regular Dividend Reinvestment,INF846K01QE4
23514,F00000ZZOQ,DSP Arbitrage Fund Dividend Reinvestment,INF740KA1DJ2
23516,F00000Z9E2,Edelweiss Arbitrage Fund - Direct Plan - Monthly Dividend Reinvestment Option,INF754K01HX9
23517,F00000Z9E3,Edelweiss Arbitrage Fund - Regular Plan - Monthly Dividend Reinvestment Option,INF754K01HU5
23524,F00000Z86B,ICICI Prudential Equity Arbitrage Fund Direct Plan Dividend Reinvestment,INF109K015O6
23525,F00000Z86C,ICICI Prudential Equity Arbitrage Fund Regular Dividend Reinvestment,INF109K01BE9
23526,F00000Z8CS,IDFC Arbitrage Fund Direct Plan Dividend Reinvestment,INF194K01Y78
23527,F00000Z8CY,IDFC Arbitrage Fund Regular Plan Dividend Reinvestment,INF194K01656
23528,F00000Z8CR,IDFC Arbitrage Fund-Direct Plan- Annual Dividend Reinvestment,INF194KA1YG5
23529,F00000Z8CX,IDFC Arbitrage Fund-Regular Plan- Annual Dividend Reinvestment,INF194KA1YD2
23530,F00000Z8H6,Indiabulls Arbitrage Fund Direct Plan Half Yearly Dividend Reinvestment Option,
23531,F00000Z8H7,Indiabulls Arbitrage Fund Direct Monthly Dividend Reinvestment,INF666M01AY4
23532,F00001091B,Indiabulls Arbitrage Fund Direct Plan Quarterly Dividend Reinvestment,
23533,F00001091D,Indiabulls Arbitrage Fund Direct Plan Yearly Dividend Reinvestment,
23534,F00000Z8H8,Indiabulls Arbitrage Fund Regular Plan Half Yearly Dividend Reinvestment Option,
23535,F00000Z8H9,Indiabulls Arbitrage Fund Regular Monthly Dividend Reinvestment,INF666M01BC8
23536,F00000Z8HA,Indiabulls Arbitrage Fund Regular Plan Quarterly Dividend Reinvestment Option,
23537,F00000Z8HB,Indiabulls Arbitrage Fund Regular Plan Yearly Dividend Reinvestment Option,
23538,F00000Z8IV,Invesco India Arbitrage Fund Direct Plan Dividend Reinvestment Option,INF205K01KQ0
23540,F00000Z8KO,JM Arbitrage Fund (Direct) Annual Dividend Reinvestment Option,INF192K01KZ1
23541,F00000Z8KP,JM Arbitrage Fund (Direct) Dividend Reinvestment Option,INF192K01BM8
23542,F00000Z8KQ,JM Arbitrage Fund (Direct) Half Yearly Dividend Reinvestment Option,INF192K01KV0
23543,F00000Z8KR,JM Arbitrage Fund (Direct) Monthly Dividend Reinvestment Option,INF192K01KN7
23544,F00000Z8KS,JM Arbitrage Fund (Direct) Quarterly Dividend Reinvestment Option,INF192K01KR8
23545,F00000Z8KN,JM Arbitrage Fund Annual Dividend Reinvestment Option,INF192K01KX6
23546,F00000Z8KU,JM Arbitrage Fund Half Yearly Dividend Reinvestment Option,INF192K01KT4
23547,F00000Z8KV,JM Arbitrage Fund Monthly Dividend Reinvestment Option,INF192K01KL1
23548,F00000Z8KW,JM Arbitrage Fund Quarterly Dividend Reinvestment Option,INF192K01KP2
23550,F00000Z8O6,L&T Arbitrage Opportunities Fund Direct Monthly Dividend Reinvestment,INF917K01QS3
23551,F00000Z8O7,L&T Arbitrage Opportunities Fund Direct Quarterly Dividend Reinvestment,INF917K01QU9
23552,F00000Z8O9,L&T Arbitrage Opportunities Fund Regular Quarterly Dividend Reinvestment,INF917K01QO2
23553,F00000Z8TU,Principal Arbitrage Fund Direct Plan- Monthly Dividend Reinvestment,INF173K01NE0
23554,F00000Z8TV,Principal Arbitrage Fund Regular Plan Monthly Dividend Reinvestment,INF173K01NA8
23555,F00000Z8VJ,Nippon India Arbitrage Fund Direct Plan Dividend Reinvestment Option,INF204K01YB6
23556,F00000Z8VL,Nippon India Arbitrage Fund Dividend Reinvestment,INF204K01JA9
23557,F00000Z8VK,Nippon India Arbitrage Fund Direct Plan Monthly Dividend Reinvestment option,INF204KA1MW5
23558,F00000Z8VM,Nippon India Arbitrage Fund Monthly Dividend Reinvestment option,INF204KA1MU9
23559,F00000Z90F,SBI Arbitrage Opportunities Fund Direct Dividend Reinvestment,INF200K01QT2
23560,F00000Z90G,SBI Arbitrage Opportunities Fund Regular Dividend Reinvestment,INF200K01149
23561,F00000Z9DD,UTI Arbitrage Fund Dividend Reinvestment Option- Direct,INF789FB1RF8
23562,F00000Z9DE,UTI Arbitrage Fund Regular Plan Dividend Reinvestment,INF789FB1RI2
23566,F00000Z7X0,Quant Absolute Fund Dividend Reinvestment Option Direct Plan,INF966L01549
23567,F00000Z8YO,Nippon India Balanced Advantage Fund Direct Plan Dividend Reinvestment Plan,INF204K01G86
23568,F00000Z8YP,Nippon India Balanced Advantage Fund Dividend Reinvestment,INF204K01588
23570,F00000Z93K,Sundaram Equity Hybrid Fund Direct Plan Dividend Reinvestment Option,INF903J01MO3
23571,F00000Z93L,Sundaram Equity Hybrid Fund Dividend Reinvestment,INF903J01736
23572,F00000Z7EI,Axis Regular Saver Fund Direct Plan Half Yearly Dividend Reinvestment,INF846K01EC4
23573,F00000Z7EJ,Axis Regular Saver Fund Direct Plan Quarterly Dividend Reinvestment,INF846K01EE0
23574,F00000Z7EG,Axis Regular Saver Fund Annual Dividend Reinvestment,INF846K01750
23575,F00000Z7EK,Axis Regular Saver Fund Half Yearly Dividend Reinvestment,INF846K01735
23576,F00000Z7EL,Axis Regular Saver Fund Quarterly Dividend Reinvestment,INF846K01719
23577,F00000Z7EH,Axis Regular Saver Fund Direct Annual Dividend Reinvestment Option,INF846K01DZ7
23580,F00000Z7KV,BNP Paribas Conservative Hybrid Fund Direct Plan Monthly Dividend Reinvestment Option,INF251K01HT4
23581,F00000Z7KW,BNP Paribas Conservative Hybrid Fund Direct Plan Quarterly Dividend Reinvestment Option,INF251K01HV0
23584,F00000Z7N8,Canara Robeco Conservative Hybrid Fund Direct Plan Monthly Dividend Reinvestment Option,INF760K01GA6
23585,F00000Z7N9,Canara Robeco Conservative Hybrid Fund Direct Plan Quarterly Dividend Reinvestment Option,INF760K01GD0
23590,F00000Z7TS,DSP Regular Saving Fund Direct Plan Monthly Dividend Reinvestment,INF740K01NP2
23591,F00000Z7TT,DSP Regular Saving Fund Direct Plan Quarterly Dividend Reinvestment,INF740K01NQ0
23594,F00000Z8T8,Essel Regular Savings Fund Direct Plan Monthly Dividend Reinvestment Option,INF959L01692
23595,F00000Z8T9,Essel Regular Savings Fund Direct Plan Quarterly Dividend Reinvestment Option,INF959L01718
23596,F00000Z8TA,Essel Regular Savings Fund Monthly Dividend Reinvestment,INF959L01106
23597,F00000Z8TB,Essel Regular Savings Fund Quarterly Dividend Reinvestment,INF959L01122
23598,F00000Z7ZF,Franklin India Debt Hybrid Direct Monthly Dividend Reinvestment,INF090I01GH7
23599,F00000Z7ZG,Franklin India Debt Hybrid Direct Quarterly Dividend Reinvestment,INF090I01GJ3
23604,F00000Z82G,HDFC Hybrid Debt Direct Plan Monthly Dividend Reinvestment Option,
23605,F00000Z82H,HDFC Hybrid Debt Direct Plan Quarterly Dividend Reinvestment Option,
23608,F00000Z84D,HSBC Regular Savings Fund Direct Monthly Dividend Reinvestment,INF336L01DY0
23609,F00000Z84G,HSBC Regular Savings Fund Quarterly Dividend Reinvestment Direct Plan,INF336L01EA8
23610,F00000Z88O,ICICI Prudential Regular Savings Fund Direct Plan Half Yearly Dividend Reinvestment,INF109K01S54
23611,F00000Z88P,ICICI Prudential Regular Savings Fund Direct Plan Monthly Dividend Reinvestment,INF109K01S70
23612,F00000Z88Q,ICICI Prudential Regular Savings Fund Direct Plan Quarterly Dividend Reinvestment,INF109K01S96
23613,F00000Z88R,ICICI Prudential Regular Savings Fund Half Yearly Dividend Reinvestment,INF109K01WX5
23615,F00000Z88T,ICICI Prudential Regular Savings Fund Quarterly Dividend Reinvestment,INF109K01WY3
23616,F00000Z8F9,IDFC Regular Savings Fund Direct Plan Dividend Reinvestment,INF194K017B5
23617,F00000Z8FA,IDFC Regular Savings Fund Direct Plan Quarterly Dividend Reinvestment,INF194K010C8
23619,F00000Z8FC,IDFC Regular Savings Fund Regular Plan Quarterly Dividend Reinvestment,INF194K01SB1
23620,F00000Z8I2,Indiabulls Savings Income Direct Dividend Reinvestment,INF666M01BM7
23621,F00000Z8I3,Indiabulls Savings Income Regular Dividend Reinvestment,INF666M01BP0
23624,F00000Z8PD,L&T Conservative Hybrid Fund Direct Plan Monthly Dividend Reinvestment,INF917K01GG9
23625,F00000Z8PF,L&T Conservative Hybrid Fund Monthly Dividend Reinvestment,INF917K01049
23626,F00000Z8PE,L&T Conservative Hybrid Fund Direct Plan Quarterly Dividend Reinvestment,INF917K01GI5
23627,F00000Z8PG,L&T Conservative Hybrid Fund Quarterly Dividend Reinvestment,INF917K01072
23628,F00000Z8R1,LIC MF Debt Hybrid-Direct Plan Monthly Dividend Reinvestment Option,INF767K01ES8
23629,F00000Z8R2,LIC MF Debt Hybrid-Direct Plan Quarterly Dividend Reinvestment Option,INF767K01ET6
23630,F00000Z8R3,LIC MF Debt Hybrid-Direct Plan Yearly Dividend Reinvestment Option,INF767K01EU4
23631,F00000Z8R4,LIC MF Debt Hybrid Monthly Dividend Reinvestment,INF767K01824
23632,F00000Z8R5,LIC MF Debt Hybrid Quarterly Dividend Reinvestment,INF767K01840
23633,F00000Z8R6,LIC MF Debt Hybrid Yearly Dividend Reinvestment,INF767K01865
23634,F00000Z8Y9,Nippon India Hybrid Bond Fund Direct Plan Monthly Dividend Reinvestment Plan,INF204K01YX0
23635,F00000Z8YA,Nippon India Hybrid Bond Fund Direct Plan Quarterly Dividend Reinvestment Plan,INF204K01YZ5
23636,F00000Z8YB,Nippon India Hybrid Bond Fund Monthly Dividend Reinvestment,INF204K01FF6
23637,F00000Z8YC,Nippon India Hybrid Bond Fund Quarterly Dividend Reinvestment,INF204K01FH2
23638,F00000Z91X,SBI Debt Hybrid Fund Direct Plan Annual Dividend Reinvestment,INF200K01TR0
23639,F00000Z91Y,SBI Debt Hybrid Fund Direct Plan Monthly Dividend Reinvestment,INF200K01TU4
23640,F00000Z91Z,SBI Debt Hybrid Fund Direct Plan Quarterly Dividend Reinvestment,INF200K01TW0
23641,F00000Z927,SBI Debt Hybrid Fund Regular Monthly Dividend Reinvestment,INF200K01875
23642,F00000Z926,SBI Debt Hybrid Fund Regular Annual Dividend Reinvestment,INF200K01917
23643,F00000Z928,SBI Debt Hybrid Fund Regular Quarterly Dividend Reinvestment,INF200K01891
23644,F00000Z94V,Sundaram Debt Oriented Hybrid Fund Quarterly Dividend Reinvestment,INF903J01HG9
23645,F00000Z94R,Sundaram Debt Oriented Hybrid Fund Plan Direct Plan Monthly Dividend Reinvestment Option,INF903J01OT8
23646,F00000Z94Q,Sundaram Debt Oriented Hybrid Fund Plan Direct Plan Half Yearly Dividend Reinvestment Option,INF903J01OV4
23647,F00000Z94S,Sundaram Debt Oriented Hybrid Fund Plan Direct Plan Quarterly Dividend Reinvestment Option,INF903J01OU6
23648,F00000Z94T,Sundaram Debt Oriented Hybrid Fund Monthly Dividend Reinvestment,INF903J01HF1
23649,F00000Z94U,Sundaram Debt Oriented Hybrid Fund Half Yearly Dividend Reinvestment,INF903J01HH7
23650,F00000Z9C7,UTI Regular Savings Fund-Flexi Dividend Reinvestment- Direct,INF789F01UI9
23651,F00000Z9C6,UTI Regular Savings Fund-Monthly Dividend Reinvestment-Direct,INF789F01UL3
23652,F00000Z9C8,UTI Regular Savings Fund Regluar Plan Flexi Dividend Reinvestment,INF789F01885
23653,F00000Z9C9,UTI Regular Savings Fund Regluar Plan Monthly Dividend Reinvestment,INF789F01919
23655,F00000ZAAD,Axis Dynamic Equity Fund Regular Dividend Reinvestment,INF846K01A78
23656,F00000Z7LD,BOI AXA Equity Debt Rebalancer Direct Dividend Reinvestment,INF761K01BN8
23657,F00000Z7LE,BOI AXA Equity Debt Rebalancer Regular Dividend Reinvestment,INF761K01BQ1
23658,F00000Z7T0,DSP Dynamic Asset Allocation Fund Direct Dividend Reinvestment,INF740K01K99
23659,F00000Z7T1,DSP Dynamic Asset Allocation Fund Regular Dividend Reinvestment,INF740K01K65
23661,F00000Z7VN,Edelweiss Balanced Advantage Fund Direct Dividend Reinvestment,INF754K01BQ6
23663,F00000Z7VO,Edelweiss Balanced Advantage Fund Dividend Reinvestment,INF754K01269
23666,F00000Z84S,ICICI Prudential Balanced Advantage Fund Direct Plan Dividend Reinvestment,INF109K011B2
23667,F00000Z84T,ICICI Prudential Balanced Advantage Fund Direct Plan Monthly Dividend Reinvestment,
23669,F00000Z84V,ICICI Prudential Balanced Advantage Fund Dividend Reinvestment,INF109K01BG4
23670,F00000Z84W,ICICI Prudential Balanced Advantage Fund Monthly Dividend Reinvestment,
